name,id,postcode,lat,lon
amethystine python and Buzzard,1295441,DL8 3NJ,54.303377463082200,-2.195143884342510
fer-de-lance and Nukupuʻu,937821,LA10 5RD,54.257958576802500,-2.419550246656960
gopher snake and Kākāriki,1305907,DL11 6DP,54.376975877789700,-2.163164499706300
rock python and Viscacha,1295501,DL8 3RX,54.298606338567400,-2.199961388895400
kabaragoya and Meadowlark,937691,LA10 5EY,54.324364790832000,-2.533494717324820
Macaw and Maya,937428,LA10 5SA,54.320589309835200,-2.529602403351970
rock snake and Chicken,937426,LA10 5RY,54.320904023927500,-2.527515600676520
Komodo dragon and garter snake,1295426,DL8 3LL,54.307569951852300,-2.208580640480380
rock python and amethystine python,1295447,DL8 3NT,54.303402598010100,-2.190672156427800
Stilt and sidewinder,937823,LA10 5RF,54.277958334962000,-2.369211034955040
Macaw and deaf adder,1295461,DL8 3PP,54.300459514073000,-2.149093320451620
rattlesnake and Ground sloth,937766,LA10 5NA,54.354020000000000,-2.467103000000000
hognose snake and Moluccan boobook,1295463,DL8 3PR,54.306287592668700,-2.190608666798990
iguana and mountain devil,1295428,DL8 3LP,54.320029900592200,-2.240374392339320
